Año	Mes	violence type	VictimsCount
2016	3	VI	0
2016	3	VS	7
2016	4	VI	0
2016	4	VS	10
2016	5	VI	1
2016	5	VS	13
2016	6	VI	0
2016	6	VS	7
2016	7	VI	1
2016	7	VS	5
2016	8	VI	1
2016	8	VS	4
2016	9	VI	0
2016	9	VS	4
2016	10	VI	0
2016	10	VS	16
2016	11	VI	0
2016	11	VS	3
2016	12	VI	0
2016	12	VS	7
2017	1	VI	0
2017	1	VS	18
2017	2	VI	2
2017	2	VS	14
2017	3	VI	0
2017	3	VS	8
2017	4	VI	2
2017	4	VS	11
2017	5	VI	0
2017	5	VS	7
2017	6	VI	1
2017	6	VS	7
2017	7	VI	1
2017	7	VS	8
2017	8	VI	0
2017	8	VS	13
2017	9	VI	3
2017	9	VS	17
2017	10	VI	0
2017	10	VS	12
2017	11	VI	4
2017	11	VS	3
2017	12	VI	1
2017	12	VS	6
2018	1	VI	0
2018	1	VS	20
2018	2	VI	2
2018	2	VS	7
2018	3	VI	1
2018	3	VS	12
2018	4	VI	0
2018	4	VS	4
2018	5	VI	1
2018	5	VS	8
2018	6	VI	2
2018	6	VS	9
2018	7	VI	4
2018	7	VS	11
2018	8	VI	5
2018	8	VS	14
2018	9	VI	0
2018	9	VS	11
2018	10	VI	3
2018	10	VS	3
2018	11	VI	3
2018	11	VS	2
2018	12	VI	0
2018	12	VS	10
2019	1	VI	0
2019	1	VS	13
2019	2	VI	2
2019	2	VS	10
2019	3	VI	1
2019	3	VS	7
2019	4	VI	0
2019	4	VS	8
2019	5	VI	0
2019	5	VS	9
2019	6	VI	3
2019	6	VS	10
2019	7	VI	0
2019	7	VS	2
2019	8	VI	1
2019	8	VS	9
2019	9	VI	0
2019	9	VS	9
2019	10	VI	0
2019	10	VS	2
2019	11	VI	1
2019	11	VS	8
2019	12	VI	0
2019	12	VS	6
2020	1	VI	3
2020	1	VS	21
2020	2	VI	5
2020	2	VS	10
2020	3	VI	2
2020	3	VS	4
2020	4	VI	1
2020	4	VS	5
2020	5	VI	1
2020	5	VS	5
2020	6	VI	0
2020	6	VS	10
2020	7	VI	1
2020	7	VS	3
2020	8	VI	3
2020	8	VS	13
2020	9	VI	2
2020	9	VS	18
2020	10	VI	4
2020	10	VS	7
2020	11	VI	1
2020	11	VS	21
2020	12	VI	1
2020	12	VS	9
2021	1	VI	2
2021	1	VS	12
2021	2	VI	3
2021	2	VS	24
2021	3	VI	1
2021	3	VS	3
2021	4	VI	1
2021	4	VS	9
2021	5	VI	0
2021	5	VS	2
2021	6	VI	5
2021	6	VS	6
2021	7	VI	3
2021	7	VS	5
2021	8	VI	0
2021	8	VS	4
2021	9	VI	1
2021	9	VS	3
2021	10	VI	2
2021	10	VS	9
2021	11	VI	6
2021	11	VS	5
2021	12	VI	0
2021	12	VS	4
2022	1	VI	0
2022	1	VS	10
2022	2	VI	0
2022	2	VS	10
2022	3	VI	0
2022	3	VS	8
2022	4	VI	15
2022	4	VS	8
2022	5	VI	0
2022	5	VS	9
2022	6	VI	0
2022	6	VS	5
2022	7	VI	1
2022	7	VS	22
2022	8	VI	0
2022	8	VS	19
2022	9	VI	0
2022	9	VS	9
2022	10	VI	0
2022	10	VS	13
2022	11	VI	0
2022	11	VS	7
2022	12	VI	0
2022	12	VS	7
